F:\Car_data\IMG\center_2020_02_14_19_09_41_613.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_41_613.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_41_613.jpg,0,0,0,0.5993754
F:\Car_data\IMG\center_2020_02_14_19_09_41_962.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_41_962.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_41_962.jpg,0,1,0,4.582428
F:\Car_data\IMG\center_2020_02_14_19_09_42_025.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_025.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_025.jpg,0,1,0,5.279764
F:\Car_data\IMG\center_2020_02_14_19_09_42_096.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_096.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_096.jpg,0,1,0,6.203338
F:\Car_data\IMG\center_2020_02_14_19_09_42_163.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_163.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_163.jpg,0,1,0,6.891302
F:\Car_data\IMG\center_2020_02_14_19_09_42_232.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_232.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_232.jpg,0,1,0,7.802353
F:\Car_data\IMG\center_2020_02_14_19_09_42_300.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_300.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_300.jpg,0,1,0,8.480999
F:\Car_data\IMG\center_2020_02_14_19_09_42_371.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_371.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_371.jpg,0,1,0,9.379666
F:\Car_data\IMG\center_2020_02_14_19_09_42_439.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_439.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_439.jpg,0,1,0,10.04904
F:\Car_data\IMG\center_2020_02_14_19_09_42_508.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_508.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_508.jpg,0,1,0,10.93537
F:\Car_data\IMG\center_2020_02_14_19_09_42_575.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_575.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_575.jpg,0,1,0,11.69392
F:\Car_data\IMG\center_2020_02_14_19_09_42_642.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_642.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_642.jpg,0,1,0,12.00214
F:\Car_data\IMG\center_2020_02_14_19_09_42_713.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_713.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_713.jpg,0,1,0,13.14773
F:\Car_data\IMG\center_2020_02_14_19_09_42_782.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_782.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_782.jpg,0,1,0,13.83161
F:\Car_data\IMG\center_2020_02_14_19_09_42_850.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_850.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_850.jpg,0,1,0,14.68584
F:\Car_data\IMG\center_2020_02_14_19_09_42_919.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_919.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_919.jpg,0,1,0,15.22067
F:\Car_data\IMG\center_2020_02_14_19_09_42_988.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_42_988.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_42_988.jpg,0,1,0,16.07423
F:\Car_data\IMG\center_2020_02_14_19_09_43_055.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_055.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_055.jpg,0,1,0,16.75502
F:\Car_data\IMG\center_2020_02_14_19_09_43_125.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_125.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_125.jpg,0,1,0,17.3474
F:\Car_data\IMG\center_2020_02_14_19_09_43_193.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_193.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_193.jpg,0,1,0,18.18784
F:\Car_data\IMG\center_2020_02_14_19_09_43_262.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_262.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_262.jpg,0,1,0,18.81562
F:\Car_data\IMG\center_2020_02_14_19_09_43_331.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_331.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_331.jpg,0,1,0,19.63236
F:\Car_data\IMG\center_2020_02_14_19_09_43_401.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_401.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_401.jpg,0,1,0,20.23991
F:\Car_data\IMG\center_2020_02_14_19_09_43_468.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_468.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_468.jpg,0,1,0,21.04654
F:\Car_data\IMG\center_2020_02_14_19_09_43_535.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_535.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_535.jpg,0,1,0,21.64778
F:\Car_data\IMG\center_2020_02_14_19_09_43_602.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_602.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_602.jpg,-0.05,1,0,22.24248
F:\Car_data\IMG\center_2020_02_14_19_09_43_669.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_669.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_669.jpg,0,1,0,23.02296
F:\Car_data\IMG\center_2020_02_14_19_09_43_736.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_736.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_736.jpg,0,1,0,23.60945
F:\Car_data\IMG\center_2020_02_14_19_09_43_806.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_806.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_806.jpg,0,1,0,24.19346
F:\Car_data\IMG\center_2020_02_14_19_09_43_875.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_875.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_875.jpg,-0.1,1,0,24.96345
F:\Car_data\IMG\center_2020_02_14_19_09_43_944.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_43_944.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_43_944.jpg,-0.25,1,0,25.51118
F:\Car_data\IMG\center_2020_02_14_19_09_44_011.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_011.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_011.jpg,0,1,0,26.24892
F:\Car_data\IMG\center_2020_02_14_19_09_44_078.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_078.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_078.jpg,0,1,0,26.81566
F:\Car_data\IMG\center_2020_02_14_19_09_44_146.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_146.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_146.jpg,-0.1,1,0,27.37818
F:\Car_data\IMG\center_2020_02_14_19_09_44_214.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_214.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_214.jpg,0,1,0,28.09806
F:\Car_data\IMG\center_2020_02_14_19_09_44_284.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_284.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_284.jpg,0,1,0,28.65331
F:\Car_data\IMG\center_2020_02_14_19_09_44_352.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_352.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_352.jpg,0,1,0,29.38926
F:\Car_data\IMG\center_2020_02_14_19_09_44_420.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_420.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_420.jpg,0,1,0,29.93782
F:\Car_data\IMG\center_2020_02_14_19_09_44_488.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_488.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_488.jpg,-0.15,1,0,30.18497
F:\Car_data\IMG\center_2020_02_14_19_09_44_555.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_555.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_555.jpg,0,1,0,30.18597
F:\Car_data\IMG\center_2020_02_14_19_09_44_622.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_622.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_622.jpg,0,1,0,30.1901
F:\Car_data\IMG\center_2020_02_14_19_09_44_691.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_691.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_691.jpg,-0.05,1,0,30.19002
F:\Car_data\IMG\center_2020_02_14_19_09_44_762.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_762.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_762.jpg,-0.2,1,0,30.18133
F:\Car_data\IMG\center_2020_02_14_19_09_44_831.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_831.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_831.jpg,0,1,0,30.19021
F:\Car_data\IMG\center_2020_02_14_19_09_44_901.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_901.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_901.jpg,0,1,0,30.18979
F:\Car_data\IMG\center_2020_02_14_19_09_44_970.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_44_970.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_44_970.jpg,-0.2,1,0,30.18285
F:\Car_data\IMG\center_2020_02_14_19_09_45_038.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_038.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_038.jpg,-0.35,1,0,30.16637
F:\Car_data\IMG\center_2020_02_14_19_09_45_106.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_106.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_106.jpg,0,1,0,30.18808
F:\Car_data\IMG\center_2020_02_14_19_09_45_173.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_173.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_173.jpg,0,1,0,30.18962
F:\Car_data\IMG\center_2020_02_14_19_09_45_242.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_242.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_242.jpg,0,1,0,30.19009
F:\Car_data\IMG\center_2020_02_14_19_09_45_309.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_309.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_309.jpg,-0.15,1,0,30.18571
F:\Car_data\IMG\center_2020_02_14_19_09_45_379.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_379.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_379.jpg,-0.3,1,0,30.17113
F:\Car_data\IMG\center_2020_02_14_19_09_45_450.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_450.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_450.jpg,0,1,0,30.18865
F:\Car_data\IMG\center_2020_02_14_19_09_45_517.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_517.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_517.jpg,0,1,0,30.18924
F:\Car_data\IMG\center_2020_02_14_19_09_45_585.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_585.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_585.jpg,-0.1,1,0,30.18991
F:\Car_data\IMG\center_2020_02_14_19_09_45_651.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_651.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_651.jpg,-0.3,1,0,30.17374
F:\Car_data\IMG\center_2020_02_14_19_09_45_722.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_722.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_722.jpg,-0.45,1,0,30.15444
F:\Car_data\IMG\center_2020_02_14_19_09_45_791.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_791.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_791.jpg,0,1,0,30.18557
F:\Car_data\IMG\center_2020_02_14_19_09_45_861.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_861.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_861.jpg,0,1,0,30.18838
F:\Car_data\IMG\center_2020_02_14_19_09_45_928.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_928.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_928.jpg,-0.2,1,0,30.18488
F:\Car_data\IMG\center_2020_02_14_19_09_45_995.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_45_995.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_45_995.jpg,-0.35,1,0,30.16846
F:\Car_data\IMG\center_2020_02_14_19_09_46_062.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_062.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_062.jpg,0,1,0,30.18082
F:\Car_data\IMG\center_2020_02_14_19_09_46_130.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_130.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_130.jpg,0,1,0,30.1887
F:\Car_data\IMG\center_2020_02_14_19_09_46_200.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_200.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_200.jpg,0,1,0,30.18942
F:\Car_data\IMG\center_2020_02_14_19_09_46_267.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_267.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_267.jpg,-0.1,1,0,30.18919
F:\Car_data\IMG\center_2020_02_14_19_09_46_336.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_336.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_336.jpg,-0.25,1,0,30.17718
F:\Car_data\IMG\center_2020_02_14_19_09_46_405.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_405.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_405.jpg,-0.4,1,0,30.15986
F:\Car_data\IMG\center_2020_02_14_19_09_46_473.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_473.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_473.jpg,-0.6000001,1,0,30.13431
F:\Car_data\IMG\center_2020_02_14_19_09_46_541.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_541.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_541.jpg,-0.7500002,1,0,30.11547
F:\Car_data\IMG\center_2020_02_14_19_09_46_610.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_610.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_610.jpg,0,1,0,30.171
F:\Car_data\IMG\center_2020_02_14_19_09_46_680.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_680.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_680.jpg,0,1,0,30.18294
F:\Car_data\IMG\center_2020_02_14_19_09_46_749.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_749.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_749.jpg,0,1,0,30.18873
F:\Car_data\IMG\center_2020_02_14_19_09_46_818.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_818.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_818.jpg,0,1,0,30.18993
F:\Car_data\IMG\center_2020_02_14_19_09_46_888.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_888.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_888.jpg,-0.2,1,0,30.18351
F:\Car_data\IMG\center_2020_02_14_19_09_46_957.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_46_957.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_46_957.jpg,-0.35,1,0,30.16699
F:\Car_data\IMG\center_2020_02_14_19_09_47_023.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_023.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_023.jpg,-0.5000001,1,0,30.14791
F:\Car_data\IMG\center_2020_02_14_19_09_47_091.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_091.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_091.jpg,0,1,0,30.18061
F:\Car_data\IMG\center_2020_02_14_19_09_47_159.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_159.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_159.jpg,0,1,0,30.18734
F:\Car_data\IMG\center_2020_02_14_19_09_47_229.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_229.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_229.jpg,-0.15,1,0,30.18874
F:\Car_data\IMG\center_2020_02_14_19_09_47_298.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_298.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_298.jpg,-0.3,1,0,30.17485
F:\Car_data\IMG\center_2020_02_14_19_09_47_365.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_365.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_365.jpg,-0.45,1,0,30.15579
F:\Car_data\IMG\center_2020_02_14_19_09_47_436.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_436.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_436.jpg,-0.6500001,1,0,30.12987
F:\Car_data\IMG\center_2020_02_14_19_09_47_503.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_503.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_503.jpg,0,1,0,30.18188
F:\Car_data\IMG\center_2020_02_14_19_09_47_575.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_575.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_575.jpg,-0.1,1,0,30.19178
F:\Car_data\IMG\center_2020_02_14_19_09_47_641.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_641.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_641.jpg,-0.25,1,0,30.18349
F:\Car_data\IMG\center_2020_02_14_19_09_47_709.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_709.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_709.jpg,-0.45,1,0,30.15861
F:\Car_data\IMG\center_2020_02_14_19_09_47_778.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_778.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_778.jpg,0,1,0,30.18735
F:\Car_data\IMG\center_2020_02_14_19_09_47_849.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_849.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_849.jpg,0,1,0,30.1898
F:\Car_data\IMG\center_2020_02_14_19_09_47_916.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_916.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_916.jpg,0,1,0,30.19017
F:\Car_data\IMG\center_2020_02_14_19_09_47_984.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_47_984.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_47_984.jpg,0,1,0,30.18927
F:\Car_data\IMG\center_2020_02_14_19_09_48_051.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_051.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_051.jpg,0,1,0,30.19036
F:\Car_data\IMG\center_2020_02_14_19_09_48_118.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_118.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_118.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_14_19_09_48_185.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_185.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_185.jpg,0,1,0,30.1903
F:\Car_data\IMG\center_2020_02_14_19_09_48_253.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_253.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_253.jpg,0,1,0,30.19028
F:\Car_data\IMG\center_2020_02_14_19_09_48_323.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_323.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_323.jpg,-0.15,1,0,30.18425
F:\Car_data\IMG\center_2020_02_14_19_09_48_390.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_390.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_390.jpg,0,1,0,30.18473
F:\Car_data\IMG\center_2020_02_14_19_09_48_461.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_461.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_461.jpg,0,1,0,30.18994
F:\Car_data\IMG\center_2020_02_14_19_09_48_529.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_529.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_529.jpg,0,1,0,30.19017
F:\Car_data\IMG\center_2020_02_14_19_09_48_597.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_597.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_597.jpg,-0.15,1,0,30.18503
F:\Car_data\IMG\center_2020_02_14_19_09_48_663.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_663.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_663.jpg,-0.3,1,0,30.171
F:\Car_data\IMG\center_2020_02_14_19_09_48_732.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_732.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_732.jpg,0,1,0,30.18987
F:\Car_data\IMG\center_2020_02_14_19_09_48_800.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_800.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_800.jpg,0,1,0,30.19008
F:\Car_data\IMG\center_2020_02_14_19_09_48_868.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_868.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_868.jpg,0,1,0,30.19027
F:\Car_data\IMG\center_2020_02_14_19_09_48_935.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_48_935.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_48_935.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_14_19_09_49_003.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_49_003.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_49_003.jpg,0,1,0,30.19029
F:\Car_data\IMG\center_2020_02_14_19_09_49_070.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_49_070.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_49_070.jpg,-0.05,1,0,30.18976
F:\Car_data\IMG\center_2020_02_14_19_09_49_139.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_49_139.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_49_139.jpg,-0.2,1,0,30.18004
F:\Car_data\IMG\center_2020_02_14_19_09_49_208.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_49_208.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_49_208.jpg,0,1,0,30.19072
F:\Car_data\IMG\center_2020_02_14_19_09_49_275.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_49_275.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_49_275.jpg,0,1,0,30.18996
F:\Car_data\IMG\center_2020_02_14_19_09_49_345.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_49_345.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_49_345.jpg,-0.15,1,0,30.18663
F:\Car_data\IMG\center_2020_02_14_19_09_49_413.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_49_413.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_49_413.jpg,-0.35,1,0,30.16616
F:\Car_data\IMG\center_2020_02_14_19_09_49_481.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_49_481.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_49_481.jpg,0,1,0,30.18822
F:\Car_data\IMG\center_2020_02_14_19_09_49_552.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_49_552.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_49_552.jpg,-0.05,1,0,30.19014
F:\Car_data\IMG\center_2020_02_14_19_09_49_621.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_49_621.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_49_621.jpg,-0.2,1,0,30.1831
F:\Car_data\IMG\center_2020_02_14_19_09_49_691.jpg,F:\Car_data\IMG\left_2020_02_14_19_09_49_691.jpg,F:\Car_data\IMG\right_2020_02_14_19_09_49_691.jpg,-0.4,1,0,30.1604
